,,,0
UEMPMEAN,t1,PC,1.4277752323126134
UEMPMEAN,t1,TPC,1.5067048152023208
UEMPMEAN,t1,TSPC,1.6470132678571965
UEMPMEAN,t1,TPC2,2.2805733419982626
UEMPMEAN,t1,PC2,2.0813646154967835
UEMPMEAN,t1,LAPC,1.3885346701156174
UEMPMEAN,t6,PC,1.506284722120554
UEMPMEAN,t6,TPC,1.4308294374361663
UEMPMEAN,t6,TSPC,1.5440833513352137
UEMPMEAN,t6,TPC2,1.4179424408935997
UEMPMEAN,t6,PC2,3.3444184943159434
UEMPMEAN,t6,LAPC,1.4225963834695783
UEMPMEAN,t12,PC,1.6941651618812252
UEMPMEAN,t12,TPC,1.4213952926499014
UEMPMEAN,t12,TSPC,1.438568475071545
UEMPMEAN,t12,TPC2,5.769741836666624
UEMPMEAN,t12,PC2,2.73423283947671
UEMPMEAN,t12,LAPC,1.3738598937502966
UEMPMEAN,t24,PC,1.4388698827939175
UEMPMEAN,t24,TPC,1.3903763323279024
UEMPMEAN,t24,TSPC,1.577904225000656
UEMPMEAN,t24,TPC2,1.6518177794436368
UEMPMEAN,t24,PC2,1.5233219219865761
UEMPMEAN,t24,LAPC,1.3932096729300985
UEMPLT5,t1,PC,17.167768358526573
UEMPLT5,t1,TPC,16.565466401471433
